"Education","Marital_Status","Income","Recency","NumWebVisitsMonth","AcceptedCmp3","AcceptedCmp4","AcceptedCmp5","AcceptedCmp1","AcceptedCmp2","Response","Age","Total_Spending","TotalNumPurchases","TotalAcceptedCmp","AcceptedCmp","Children"
"Graduate","Married",67267,0,2,0,0,0,0,0,0,60,251,11,0,0,1
"Graduate","Single",57338,96,5,0,0,0,0,0,0,43,237,12,0,0,1
"Undergraduate","Married",50523,89,6,0,0,0,0,0,0,58,91,8,0,0,2
"Postgrad","Single",35791,94,8,0,0,0,0,0,0,53,35,6,0,0,3
"Postgrad","Single",50611,98,6,0,1,0,0,0,0,58,493,22,1,1,1
"Postgrad","Married",56242,72,6,0,0,0,0,0,0,49,971,28,0,0,1
"Graduate","Single",48904,1,8,0,0,0,0,0,0,58,371,17,0,0,1
"Graduate","Single",56243,26,5,0,0,0,0,0,0,43,396,20,0,0,3
"Graduate","Married",21355,5,6,1,0,0,0,0,1,33,68,7,2,1,1
"Postgrad","Married",57420,22,7,0,1,0,0,0,0,47,322,15,1,1,1
"Postgrad","Single",46390,56,7,0,0,0,0,0,0,63,222,10,0,0,1
"Undergraduate","Married",54342,74,6,0,0,0,0,0,0,62,177,12,0,0,2
"Graduate","Married",20895,24,9,0,0,0,0,0,0,45,45,6,0,0,1
"Graduate","Married",92344,9,1,1,0,1,0,0,0,70,1899,20,2,1,0
"Undergraduate","Married",26907,10,7,0,0,0,0,0,0,42,22,6,0,0,2
"Graduate","Married",44964,35,8,0,0,0,0,0,0,38,41,5,0,0,2
"Graduate","Married",75507,56,3,0,0,0,0,0,0,39,1440,21,0,0,0
"Postgrad","Married",53761,7,5,0,0,0,0,0,0,46,325,17,0,0,2
"Graduate","Married",22682,51,4,0,0,0,0,0,0,45,95,10,0,0,1
"Postgrad","Married",38887,17,7,0,0,0,0,0,0,46,42,5,0,0,1
"Undergraduate","Single",41658,30,4,0,0,0,0,0,0,43,72,6,0,0,2
"Postgrad","Married",29791,21,5,0,0,0,0,0,0,46,20,7,0,0,1
"Postgrad","Married",63915,2,5,0,0,0,0,0,0,62,789,23,0,0,2
"Graduate","Single",39996,85,6,0,0,0,0,0,0,44,15,4,0,0,2
"Graduate","Single",26759,65,6,0,0,0,0,0,0,46,59,8,0,0,1
"Postgrad","Single",63841,64,6,0,0,0,0,0,0,50,908,22,0,0,1
"Postgrad","Married",51039,11,7,0,0,0,0,0,0,49,417,14,0,0,2
"Graduate","Married",60544,92,6,0,0,0,0,0,0,57,289,15,0,0,2
"Graduate","Married",65685,54,5,0,0,0,0,0,0,46,769,21,0,0,1
"Graduate","Married",37716,4,7,0,0,0,0,0,0,65,188,10,0,0,1
"Graduate","Single",36864,53,8,0,0,0,0,0,1,61,354,14,1,1,1
"Postgrad","Married",44511,39,8,0,0,0,0,0,0,48,727,26,0,0,1
"Postgrad","Married",36947,49,9,0,0,0,0,0,0,51,146,11,0,0,2
"Postgrad","Married",47352,70,7,0,0,0,0,0,0,67,319,16,0,0,1
"Postgrad","Married",67087,40,4,0,0,0,0,0,0,65,794,22,0,0,1
"Graduate","Married",57045,40,3,0,0,0,0,0,0,68,454,18,0,0,1
"Postgrad","Single",36957,43,9,0,0,0,0,0,1,65,152,11,1,1,2
"Postgrad","Married",69389,17,4,0,0,0,0,0,0,41,797,22,0,0,1
"Graduate","Married",80134,40,6,0,1,1,1,0,1,46,1690,16,4,1,1
"Postgrad","Married",43142,84,7,0,0,0,0,0,0,49,20,4,0,0,2
"Graduate","Married",80589,25,1,0,0,0,1,0,1,74,1428,21,2,1,0
"Graduate","Single",34412,62,9,0,0,0,0,0,0,28,209,11,0,0,1
"Graduate","Single",57537,83,4,0,0,0,0,0,0,39,545,19,0,0,1
"Undergraduate","Married",22634,47,8,0,0,0,0,0,0,52,96,6,0,0,0
"Graduate","Married",51315,45,2,0,0,0,0,0,0,70,222,10,0,0,0
"Graduate","Married",36026,34,6,0,0,0,0,0,0,46,61,7,0,0,3
"Graduate","Married",24639,3,6,0,0,0,0,0,0,45,44,9,0,0,2
"Postgrad","Married",34578,1,6,0,0,0,0,0,0,46,8,4,0,0,3
"Undergraduate","Single",65704,18,1,0,0,0,0,0,0,46,817,23,0,0,0
"Graduate","Single",63810,45,8,0,1,0,0,0,0,52,1371,23,1,1,1
"Postgrad","Married",54132,81,7,0,0,0,0,0,0,49,42,5,0,0,1
"Graduate","Married",18690,77,8,0,0,0,0,0,0,59,60,5,0,0,0
"Graduate","Married",28164,23,7,0,0,0,0,0,0,48,78,9,0,0,1
"Postgrad","Married",34596,48,8,0,0,0,0,0,0,44,23,4,0,0,1
"Postgrad","Married",43269,61,8,0,0,0,0,0,0,46,19,4,0,0,1
"Undergraduate","Single",38741,60,7,0,0,0,0,0,0,60,61,7,0,0,2
"Graduate","Single",31907,75,7,0,0,0,0,0,0,46,449,14,0,0,0
"Postgrad","Married",27100,64,7,0,0,0,0,0,0,35,37,5,0,0,1
"Undergraduate","Single",31163,54,6,0,0,0,0,0,0,45,38,5,0,0,1
"Graduate","Married",92533,84,2,0,0,1,1,0,0,33,1131,23,2,1,0
"Graduate","Single",34853,75,6,0,0,0,0,0,0,45,34,7,0,0,2
"Graduate","Single",70844,16,7,0,0,0,0,0,0,51,294,17,0,0,2
"Undergraduate","Married",31086,79,8,1,0,0,0,0,0,39,48,6,1,1,2
"Graduate","Married",60544,92,6,0,0,0,0,0,0,57,289,15,0,0,2
"Undergraduate","Married",20491,16,7,0,0,0,0,0,0,32,30,4,0,0,0
"Graduate","Married",42523,96,2,0,0,0,0,0,0,54,125,7,0,0,0
"Graduate","Married",39922,30,8,0,0,0,0,0,0,35,156,9,0,0,1
"Graduate","Married",33402,60,8,0,0,0,0,0,0,66,70,9,0,0,2
"Postgrad","Married",36408,11,6,0,0,0,0,0,0,69,22,4,0,0,2
"Graduate","Married",21645,75,9,0,0,0,0,0,1,39,65,9,1,1,1
"Postgrad","Single",78427,36,3,0,0,0,1,0,1,70,1930,23,2,1,0
"Graduate","Married",82657,71,4,0,1,0,1,0,0,72,2283,23,2,1,0
"Graduate","Married",51876,88,1,0,0,0,0,0,0,60,310,13,0,0,0
"Undergraduate","Married",78041,93,2,0,0,0,0,0,0,47,1319,18,0,0,0
"Graduate","Married",52852,93,8,1,0,0,0,0,0,61,879,26,1,1,1
"Postgrad","Married",70038,54,2,0,0,0,0,0,0,36,1244,17,0,0,0
"Undergraduate","Married",69401,41,2,0,0,0,0,0,0,45,690,17,0,0,1
"Graduate","Married",46053,46,5,0,0,0,0,0,0,46,209,12,0,0,1
"Graduate","Married",77343,28,1,0,0,0,0,0,0,53,1134,17,0,0,0
"Graduate","Single",73892,40,1,0,0,0,0,0,1,65,1507,23,1,1,0
"Postgrad","Single",40304,82,7,0,0,0,0,0,0,51,57,6,0,0,1
"Postgrad","Married",32727,38,8,0,0,0,0,0,0,53,529,17,0,0,0
"Graduate","Married",68695,3,2,0,0,0,0,0,0,49,1091,16,0,0,0
"Graduate","Single",43300,87,8,0,0,0,0,0,1,47,180,11,1,1,1
"Graduate","Married",26290,49,6,0,0,0,0,0,0,46,77,10,0,0,2
"Graduate","Single",93790,16,2,0,1,1,1,0,1,48,2349,25,4,1,0
"Postgrad","Married",38410,65,6,0,0,0,0,0,1,44,534,18,1,1,0
"Postgrad","Single",64866,9,5,0,1,0,0,0,0,68,556,21,1,1,1
"Graduate","Married",57957,24,3,0,0,0,0,0,0,59,637,25,0,0,1
"Postgrad","Married",46015,25,7,1,0,0,0,1,0,63,46,5,2,1,2
"Graduate","Married",16531,43,7,0,0,0,0,0,0,40,44,9,0,0,1
"Postgrad","Married",28072,10,7,0,0,0,0,0,0,32,47,5,0,0,1
"Postgrad","Single",49476,29,2,0,0,0,0,0,0,55,795,22,0,0,1
"Graduate","Married",50725,45,8,0,0,0,0,0,0,65,586,21,0,0,1
"Graduate","Married",83844,57,1,0,0,1,0,0,0,66,1574,20,1,1,0
"Postgrad","Married",41145,20,3,0,0,0,0,0,0,68,13,4,0,0,2
"Graduate","Married",67419,29,5,0,0,0,0,0,0,48,1471,25,0,0,1
"Undergraduate","Married",23162,82,6,0,0,0,0,0,0,48,65,8,0,0,2
"Graduate","Married",34380,68,8,0,0,0,0,0,0,41,175,12,0,0,1
"Graduate","Single",34704,65,5,0,0,0,0,0,0,52,40,5,0,0,1
"Postgrad","Married",94871,99,7,0,1,1,0,0,1,49,1078,18,3,1,2
"Graduate","Married",65148,9,4,0,0,0,0,0,0,60,1115,21,0,0,1
"Graduate","Married",39898,20,7,0,0,0,0,0,0,64,134,9,0,0,1
"Postgrad","Single",64857,78,4,0,0,0,0,0,0,62,1540,23,0,0,0
"Postgrad","Married",59892,26,3,0,0,0,0,0,0,48,87,7,0,0,1
"Postgrad","Single",41020,68,3,0,0,0,0,0,0,31,217,10,0,0,0
"Postgrad","Married",57072,79,5,1,0,0,0,0,0,57,1034,27,1,1,1
"Graduate","Single",60474,25,7,0,0,0,0,0,0,39,1180,31,0,0,1
"Graduate","Married",62807,83,5,0,0,0,0,0,0,58,819,23,0,0,1
"Undergraduate","Married",19414,32,8,0,0,0,0,0,0,37,32,5,0,0,1
"Graduate","Married",19107,49,7,0,0,0,0,0,0,38,46,6,0,0,1
"Undergraduate","Married",75484,50,4,0,0,0,0,0,0,42,1159,18,0,0,1
"Postgrad","Single",70379,84,4,0,0,0,0,0,0,42,860,25,0,0,1
"Postgrad","Married",79419,96,2,0,0,0,0,0,0,48,1631,15,0,0,0
"Postgrad","Married",64014,56,7,0,0,0,1,0,0,72,444,22,1,1,3
"Graduate","Married",76998,85,6,0,0,1,0,0,0,63,1910,29,1,1,1
"Postgrad","Married",49854,63,6,0,0,0,0,0,0,46,380,18,0,0,1
"Postgrad","Married",60585,17,5,0,0,0,0,0,1,47,736,30,1,1,2
"Postgrad","Single",42873,11,8,0,0,0,0,0,0,68,269,15,0,0,2
"Graduate","Married",87679,62,4,1,0,1,1,0,1,30,2524,29,4,1,0
"Graduate","Married",57867,48,6,0,0,0,0,0,0,40,612,25,0,0,1
"Graduate","Married",35765,86,6,0,0,0,0,0,0,28,75,8,0,0,1
"Graduate","Married",65492,73,2,0,0,0,0,0,0,59,1045,26,0,0,0
"Graduate","Single",32952,36,7,0,0,0,0,0,0,41,55,6,0,0,1
"Postgrad","Married",53374,34,9,1,0,0,0,0,1,49,1064,21,2,1,1
"Graduate","Married",71706,16,5,0,0,0,0,0,0,59,1443,25,0,0,1
"Graduate","Married",68487,48,4,0,0,0,0,0,0,30,1366,30,0,0,0
"Postgrad","Married",53253,61,5,0,0,0,0,0,0,43,436,19,0,0,2
"Undergraduate","Single",31163,54,6,0,0,0,0,0,0,45,38,5,0,0,1
"Graduate","Married",42014,56,8,0,0,0,0,0,1,41,436,20,1,1,1
"Postgrad","Married",54108,74,8,0,0,0,0,0,0,45,747,32,0,0,2
"Postgrad","Single",49667,35,8,1,0,0,0,0,1,63,1396,22,2,1,0
"Postgrad","Married",63206,65,2,0,0,1,0,0,0,44,928,14,1,1,0
"Postgrad","Married",57136,48,6,0,0,0,0,0,0,46,642,26,0,0,2
"Undergraduate","Married",46772,88,8,1,0,0,0,0,0,43,1048,30,1,1,1
"Postgrad","Married",78931,19,1,0,0,0,0,0,0,47,943,24,0,0,0
"Graduate","Married",53977,21,5,0,0,0,0,0,0,60,907,27,0,0,1
"Graduate","Married",84219,27,1,0,0,0,0,0,0,30,1198,18,0,0,0
"Postgrad","Single",46098,86,8,0,0,0,0,0,0,43,120,11,0,0,2
"Graduate","Married",73538,92,7,0,0,0,0,0,0,53,1658,26,0,0,1
"Graduate","Married",79529,1,2,0,0,0,0,0,0,32,1638,22,0,0,0
"Undergraduate","Married",20981,14,8,0,0,0,0,0,1,41,73,7,1,1,0
"Graduate","Single",51766,74,5,0,0,0,0,0,0,38,275,12,0,0,1
"Graduate","Married",55759,84,8,0,0,0,0,0,0,56,854,26,0,0,1
"Graduate","Married",33039,4,5,0,0,0,0,0,0,40,78,7,0,0,1
"Postgrad","Married",37787,50,8,0,0,0,0,0,0,46,106,7,0,0,1
"Graduate","Single",27242,2,9,0,0,0,0,0,1,48,106,7,1,1,1
"Postgrad","Single",87188,73,3,0,0,0,0,0,1,35,1923,19,1,1,0
"Graduate","Married",69930,21,3,0,0,0,0,0,0,47,1662,22,0,0,0
"Graduate","Single",37697,82,6,0,0,0,0,0,0,42,84,7,0,0,1
"Postgrad","Married",37401,14,7,0,0,0,0,0,0,45,48,7,0,0,1
"Graduate","Single",3502,56,14,0,0,0,0,0,0,45,5,0,0,0,1
"Graduate","Married",58597,20,7,0,0,0,0,0,0,42,733,32,0,0,2
"Postgrad","Single",82032,54,1,0,0,0,0,0,0,70,1234,17,0,0,0
"Graduate","Married",28087,77,7,0,0,0,0,0,0,60,112,9,0,0,2
"Postgrad","Single",74004,5,3,0,0,1,1,0,1,31,1658,15,3,1,0
"Graduate","Married",19740,65,5,0,0,0,0,0,0,58,55,7,0,0,1
"Undergraduate","Married",57036,33,9,1,0,0,0,0,0,43,1513,26,1,1,1
"Undergraduate","Married",53083,65,7,0,1,0,0,0,0,60,271,17,1,1,2
"Postgrad","Married",69283,41,5,0,0,0,0,0,0,43,904,27,0,0,1
"Postgrad","Single",46098,86,8,0,0,0,0,0,1,43,120,11,1,1,2
"Undergraduate","Married",23331,92,8,0,0,0,0,0,0,30,103,8,0,0,1
"Undergraduate","Single",23331,97,9,0,0,0,0,0,0,30,269,17,0,0,1
"Graduate","Single",9255,91,8,0,0,0,0,0,0,29,22,5,0,0,1
"Postgrad","Single",67786,0,1,0,0,0,0,0,1,59,1156,16,1,1,0
"Postgrad","Married",71969,59,8,0,1,0,0,0,0,47,1086,19,1,1,1
"Postgrad","Single",59235,4,7,0,0,0,0,0,0,51,1128,28,0,0,1
"Graduate","Married",31928,5,7,0,0,0,0,0,0,29,72,9,0,0,1
"Postgrad","Married",74881,48,5,0,0,0,0,0,0,57,964,27,0,0,2
"Graduate","Married",65819,99,3,0,0,0,0,0,0,40,1383,20,0,0,0
"Postgrad","Single",51411,81,5,0,0,0,0,0,0,65,18,4,0,0,3
"Graduate","Single",51983,95,7,0,0,0,0,0,0,54,793,24,0,0,1
"Postgrad","Married",42386,43,8,0,0,0,0,0,0,32,100,7,0,0,1
"Undergraduate","Married",30390,5,6,0,0,0,0,0,0,31,80,6,0,0,0
"Graduate","Single",30983,50,8,0,0,0,0,0,1,55,167,8,1,1,0
"Graduate","Single",66033,76,7,0,0,0,0,0,0,61,677,20,0,0,1
"Undergraduate","Married",37284,46,6,0,0,0,0,0,0,43,23,4,0,0,2
"Postgrad","Single",57530,68,1,0,0,0,0,0,0,67,92,7,0,0,1
"Undergraduate","Married",76800,33,1,0,0,0,0,0,0,53,641,16,0,0,0
"Graduate","Married",63943,50,5,0,0,0,0,0,0,62,1106,17,0,0,1
"Graduate","Married",76081,85,2,0,0,0,1,0,0,56,1033,14,1,1,0
"Graduate","Married",67445,63,6,0,0,0,0,0,0,44,1174,32,0,0,1
"Postgrad","Married",37054,89,7,0,0,0,0,0,0,51,25,6,0,0,2
"Postgrad","Married",47175,81,8,1,0,0,0,0,1,56,240,17,2,1,2
"Graduate","Single",31859,77,7,0,0,0,0,0,0,42,20,4,0,0,1
"Graduate","Single",27215,50,6,0,0,0,0,0,0,57,102,11,0,0,3
"Postgrad","Single",70179,10,5,0,0,0,0,0,0,42,1034,26,0,0,1
"Graduate","Married",39922,30,8,0,0,0,0,0,0,35,156,9,0,0,1
"Postgrad","Married",49681,66,7,0,0,0,0,0,0,42,458,21,0,0,2
"Graduate","Married",24645,16,8,0,0,0,0,0,0,30,17,4,0,0,1
"Graduate","Single",79865,12,1,0,0,0,0,0,0,64,792,21,0,0,1
"Graduate","Married",44322,30,8,0,0,0,0,0,0,33,92,8,0,0,1
"Graduate","Single",47958,8,5,0,0,0,0,0,0,66,407,16,0,0,1
"Postgrad","Single",63972,93,4,0,1,0,0,0,0,54,1269,23,1,1,1
"Graduate","Married",75315,14,2,0,0,0,0,0,0,64,841,23,0,0,1
"Postgrad","Married",55517,53,9,0,0,0,0,0,1,68,633,23,1,1,2
"Postgrad","Married",75283,26,4,0,0,0,0,0,0,61,1019,25,0,0,3
"Postgrad","Single",82800,23,3,0,0,1,1,0,1,72,1315,26,3,1,0
"Graduate","Married",38998,92,8,0,0,0,0,0,0,64,54,8,0,0,2
"Postgrad","Single",90638,29,1,0,0,1,0,0,1,27,2525,18,2,1,0
"Postgrad","Married",27161,41,7,0,0,0,0,0,0,32,52,5,0,0,1
"Graduate","Married",42014,56,8,0,0,0,0,0,1,41,436,20,1,1,1
"Postgrad","Married",38201,19,8,0,0,0,0,0,0,58,268,15,0,0,1
"Graduate","Married",45203,4,6,0,0,0,0,0,1,36,147,8,1,1,2
"Postgrad","Married",81574,89,1,0,1,1,0,0,0,71,1798,18,2,1,0
"Graduate","Married",34935,71,7,0,0,0,0,0,0,26,137,8,0,0,0
"Postgrad","Single",60482,81,7,0,0,0,0,0,0,42,507,17,0,0,1
"Graduate","Married",34633,31,6,0,0,0,0,0,0,62,15,4,0,0,3
"Postgrad","Married",78093,53,1,0,0,0,0,0,0,71,1105,17,0,0,0
"Graduate","Single",82460,78,1,0,0,0,0,0,0,68,974,15,0,0,0
"Postgrad","Married",45903,80,4,0,0,0,0,0,0,52,66,8,0,0,1
"Graduate","Single",81361,18,1,0,0,0,0,0,1,31,778,27,1,1,0
"Postgrad","Single",35860,37,5,1,0,0,0,0,1,45,49,6,2,1,2
"Postgrad","Married",40442,52,7,0,0,0,0,0,1,66,169,12,1,1,2
"Graduate","Married",61482,39,2,0,0,0,0,0,0,53,299,12,0,0,0
"Graduate","Married",34968,11,7,0,0,0,0,0,0,38,221,17,0,0,1
"Graduate","Married",75794,33,3,0,0,0,1,0,0,31,1682,25,1,1,0
"Postgrad","Married",31497,22,8,0,0,0,0,0,0,56,155,10,0,0,1
"Graduate","Married",74268,83,2,0,0,0,0,0,0,63,892,13,0,0,0
"Undergraduate","Married",13724,43,9,1,0,0,0,0,0,30,58,5,1,1,1
"Postgrad","Married",45143,74,7,0,0,0,0,0,0,53,311,15,0,0,1
"Postgrad","Single",52569,54,3,0,0,0,0,0,0,51,95,7,0,0,1
"Postgrad","Single",48432,3,8,0,0,0,0,0,1,45,424,19,1,1,1
"Postgrad","Married",17144,96,7,0,0,0,0,0,0,58,47,12,0,0,2
"Graduate","Single",36108,68,9,1,0,0,0,0,0,34,339,15,1,1,1
"Graduate","Married",76445,2,6,0,0,0,0,0,0,47,1410,21,0,0,1
"Postgrad","Married",36663,40,2,0,0,0,0,0,0,43,35,6,0,0,1
"Postgrad","Married",53843,64,7,0,0,0,0,0,0,53,562,20,0,0,1
"Postgrad","Married",90226,26,2,0,0,0,1,0,0,62,2352,24,1,1,0
"Postgrad","Single",70638,69,3,0,1,0,0,0,0,63,1334,20,1,1,0
"Graduate","Married",44512,57,4,0,0,0,0,0,0,58,32,6,0,0,2
"Graduate","Married",27116,78,7,0,0,0,0,0,0,57,41,7,0,0,2
"Postgrad","Married",54072,71,8,0,0,0,0,0,0,55,39,5,0,0,2
"Graduate","Married",71855,59,3,0,0,0,0,0,0,41,1141,25,0,0,1
"Undergraduate","Single",51250,28,9,1,0,0,0,0,0,28,710,24,1,1,1
"Postgrad","Married",60432,61,6,0,0,0,0,0,0,45,401,19,0,0,1
"Postgrad","Married",65526,22,2,0,0,0,0,0,0,54,506,17,0,0,1
"Graduate","Single",68655,95,3,0,0,0,0,0,0,30,1538,21,0,0,0
"Undergraduate","Married",12393,38,9,0,0,0,0,0,0,40,57,6,0,0,0
"Graduate","Single",64509,19,4,1,0,0,0,0,1,28,1722,19,2,1,0
"Graduate","Single",33955,92,8,0,0,0,0,0,0,43,270,15,0,0,1
"Graduate","Married",31353,24,8,0,0,0,0,0,1,41,31,6,1,1,2
"Graduate","Married",55434,21,4,0,0,0,0,0,0,34,882,24,0,0,1
"Graduate","Married",28359,35,7,0,0,0,0,0,0,35,16,4,0,0,1
"Graduate","Single",57100,9,3,0,0,0,0,0,0,31,311,14,0,0,1
"Graduate","Married",69139,23,4,0,0,0,0,0,0,53,227,11,0,0,1
"Postgrad","Married",52973,92,8,0,0,0,0,0,0,62,1152,31,0,0,1
"Postgrad","Married",51717,55,7,0,1,0,0,0,0,53,122,8,1,1,1
"Graduate","Married",18793,14,8,0,0,0,0,0,0,47,77,9,0,0,1
"Undergraduate","Married",66664,78,3,0,0,0,0,0,0,36,1289,19,0,0,0
"Graduate","Single",50664,64,9,0,0,0,0,0,0,59,561,24,0,0,2
"Graduate","Married",54414,49,4,0,0,0,0,0,0,55,211,13,0,0,2
"Postgrad","Married",54549,8,7,0,0,0,0,0,0,66,233,12,0,0,1
"Postgrad","Single",47111,35,9,0,0,0,0,0,0,47,1092,21,0,0,1
"Postgrad","Single",41003,11,6,0,0,0,0,0,0,55,601,17,0,0,0
"Graduate","Married",19444,8,7,0,0,0,0,0,1,36,54,10,1,1,1
"Undergraduate","Married",36301,53,7,0,0,0,0,0,0,42,78,7,0,0,1
"Postgrad","Married",73059,36,4,0,0,0,0,0,0,71,1095,26,0,0,1
"Postgrad","Married",42731,64,5,0,0,0,0,0,0,49,244,13,0,0,1
"Postgrad","Married",52854,43,5,0,0,0,0,0,0,59,116,9,0,0,2
"Graduate","Married",22775,40,8,0,0,0,0,0,0,40,15,4,0,0,1
"Postgrad","Married",46681,52,5,0,0,0,0,0,0,70,425,16,0,0,2
"Postgrad","Married",59821,11,8,0,0,0,0,0,0,63,734,26,0,0,1
"Graduate","Single",50002,21,7,0,0,0,0,0,0,64,638,19,0,0,1
"Graduate","Married",69755,23,1,0,0,0,0,0,0,73,894,22,0,0,0
"Graduate","Married",44078,17,5,0,0,0,0,0,0,49,41,7,0,0,2
"Postgrad","Married",30560,6,7,0,0,0,0,0,0,42,31,5,0,0,1
"Postgrad","Married",35924,56,5,0,0,0,0,0,0,49,34,5,0,0,2
"Postgrad","Single",64140,71,5,1,0,1,0,1,1,54,1750,18,4,1,2
"Graduate","Married",56386,51,9,0,0,0,0,0,0,37,612,25,0,0,2
"Undergraduate","Married",24594,94,5,0,0,0,0,0,0,39,29,5,0,0,1
"Undergraduate","Married",75774,27,4,0,0,0,0,0,0,37,823,21,0,0,1
"Postgrad","Single",39228,1,4,0,0,0,0,0,0,58,20,4,0,0,0
"Postgrad","Married",58494,56,6,0,0,0,0,0,0,44,396,16,0,0,1
"Graduate","Single",58684,71,2,0,1,0,0,0,0,37,813,21,1,1,0
"Graduate","Single",57136,18,6,0,0,0,0,0,1,51,1179,20,1,1,0
"Postgrad","Single",56551,48,4,0,0,0,0,0,0,68,138,10,0,0,2
"Graduate","Married",22448,86,3,0,0,0,0,0,0,36,55,9,0,0,1
"Graduate","Single",82014,48,6,0,0,0,0,0,1,57,1511,22,1,1,0
"Graduate","Single",34213,2,9,0,0,0,0,0,1,55,117,9,1,1,2
"Graduate","Married",157146,13,1,0,0,0,0,0,0,41,1730,28,0,0,0
"Postgrad","Single",25358,57,6,0,0,0,0,0,0,71,32,6,0,0,1
"Postgrad","Single",35544,77,7,0,0,0,0,0,0,40,67,6,0,0,1
"Postgrad","Married",36634,0,7,0,0,0,0,0,0,64,335,15,0,0,1
"Postgrad","Married",62670,57,3,0,0,0,0,0,0,64,825,22,0,0,1
"Undergraduate","Married",50334,24,6,0,0,0,0,0,0,46,694,23,0,0,1
"Graduate","Single",72066,55,2,0,0,1,1,0,1,37,1792,17,3,1,0
"Postgrad","Single",50729,62,6,0,0,0,0,0,0,60,496,24,0,0,2
"Graduate","Married",34916,89,9,0,0,0,0,0,0,50,231,13,0,0,2
"Graduate","Single",64892,77,4,0,0,0,0,0,0,42,902,24,0,0,1
"Graduate","Single",43602,45,6,0,0,0,0,0,0,52,68,9,0,0,2
"Postgrad","Single",33996,46,4,0,0,0,0,0,0,29,71,6,0,0,0
"Undergraduate","Single",41473,80,7,0,0,0,0,0,0,33,76,6,0,0,1
"Postgrad","Married",63246,60,4,0,0,0,0,0,0,51,772,22,0,0,2
"Postgrad","Married",36732,71,2,0,0,0,0,0,0,59,47,9,0,0,2
"Postgrad","Married",69084,43,8,0,0,0,0,0,0,48,1586,25,0,0,1
"Postgrad","Married",77766,97,6,1,0,0,0,0,1,51,1529,34,2,1,1
"Postgrad","Single",37929,49,7,0,1,0,1,0,1,33,265,13,3,1,0
"Graduate","Married",86610,66,2,0,0,0,0,0,0,67,1603,18,0,0,0
"Postgrad","Married",80141,20,6,0,0,1,0,0,1,32,2091,22,2,1,0
"Undergraduate","Married",72635,54,3,0,0,0,1,0,0,63,981,21,1,1,0
"Graduate","Married",69016,61,5,0,0,0,0,0,0,48,1533,34,0,0,1
"Undergraduate","Married",20193,18,4,0,0,0,0,0,0,27,82,7,0,0,0
"Graduate","Married",27573,45,8,0,0,0,0,0,0,43,244,14,0,0,1
"Undergraduate","Single",15862,26,8,0,0,0,0,0,0,39,36,5,0,0,1
"Postgrad","Married",49544,0,7,0,0,0,0,0,0,42,404,16,0,0,1
"Graduate","Married",33228,28,7,0,0,0,0,0,0,38,71,6,0,0,1
"Graduate","Married",70440,49,3,0,0,0,1,0,0,40,1572,23,1,1,0
"Graduate","Married",38232,84,5,0,0,0,0,0,0,47,122,11,0,0,2
"Postgrad","Married",22554,38,5,0,0,0,0,0,0,63,41,10,0,0,2
"Postgrad","Married",23536,53,3,0,0,0,0,0,0,35,10,4,0,0,1
"Graduate","Married",49413,88,5,0,0,0,0,0,0,66,304,13,0,0,1
"Graduate","Married",42231,99,5,0,0,0,0,0,0,49,37,5,0,0,2
"Postgrad","Single",78789,12,2,0,0,0,0,0,1,38,1754,16,1,1,0
"Graduate","Married",56534,35,8,0,1,0,0,1,1,50,815,25,3,1,1
"Graduate","Single",58350,5,6,0,0,0,0,0,0,47,1001,27,0,0,1
"Graduate","Single",81217,77,1,0,0,0,0,0,0,29,1157,22,0,0,0
"Graduate","Single",49090,45,7,0,0,0,0,0,0,67,688,21,0,0,1
"Postgrad","Single",61787,71,5,0,0,0,0,0,0,31,1319,19,0,0,0
"Postgrad","Married",18169,40,8,0,0,0,0,0,0,33,21,4,0,0,1
"Undergraduate","Single",24336,82,7,0,0,0,0,0,0,37,31,4,0,0,1
"Graduate","Married",18222,70,8,0,0,0,0,0,0,28,67,6,0,0,0
"Graduate","Single",62335,87,2,0,0,0,0,0,0,66,708,21,0,0,1
"Undergraduate","Married",42033,95,7,0,0,0,0,0,0,47,25,4,0,0,2
"Postgrad","Married",86580,72,1,0,0,1,0,0,0,35,746,11,1,1,0
"Postgrad","Single",41437,5,7,0,0,0,0,0,0,61,32,5,0,0,2
"Postgrad","Single",73705,86,5,0,0,0,0,0,0,67,1695,25,0,0,2
"Graduate","Married",61064,80,6,0,0,0,0,0,0,42,1080,28,0,0,1
"Postgrad","Married",38452,62,7,0,0,0,0,0,0,63,72,9,0,0,2
"Graduate","Single",18358,49,7,0,0,0,0,0,0,29,57,10,0,0,1
"Postgrad","Married",55012,85,5,0,0,0,0,0,0,45,660,25,0,0,1
"Undergraduate","Married",9722,7,8,0,0,0,0,0,1,45,103,11,1,1,1
"Postgrad","Married",38175,6,7,0,0,0,0,0,0,34,153,11,0,0,1
"Postgrad","Married",58656,25,6,0,0,1,0,0,0,62,1220,32,1,1,1
"Graduate","Married",52117,55,7,0,0,0,0,0,0,53,279,13,0,0,1
"Graduate","Married",64813,81,5,0,0,0,0,0,0,40,745,20,0,0,1
"Postgrad","Married",54222,98,3,0,0,0,0,0,0,45,264,12,0,0,1
"Graduate","Married",83512,31,1,1,0,1,1,1,1,32,2157,22,5,1,0
"Postgrad","Married",77520,30,4,1,0,1,1,0,1,59,1526,23,4,1,1
